Date,Open,High,Low,Close,Adj Close,Volume
2023-03-26,322.6365051269531,329.5675354003906,322.0966491699219,328.88800048828125,328.88800048828125,363216136
2023-03-27,328.90447998046875,329.33050537109375,306.4544372558594,310.9491271972656,310.9491271972656,656817420
2023-03-28,310.9465637207031,314.98614501953125,307.37127685546875,313.2606201171875,313.2606201171875,478328374
2023-03-29,313.2275390625,319.5325012207031,312.7904052734375,313.8417663574219,313.8417663574219,482942200
2023-03-30,313.86260986328125,317.79571533203125,311.0036315917969,316.56756591796875,316.56756591796875,594180917
